A,B,Class
-4.211899,-0.214013,3
-3.264418,-3.040263,3
-2.087553,-4.307051,3
-0.925727,5.282577,3
-0.266432,3.899851,3
-0.434998,3.899851,3
-1.70398,4.322527,3
2.949007,2.550543,3
1.94497,-4.204865,3
-1.588193,-3.73248,3
-0.784672,3.700539,3
1.180575,4.694094,3
2.707951,-4.077724,3
-2.074186,-3.741673,3
5.015064,-0.63648,3
4.500144,1.500392,3
-3.301671,-3.454267,3
-4.438852,3.248658,3
2.336672,4.276772,3
-4.063985,-1.515082,3
4.969715,-1.099304,3
5.228851,-0.899015,3
3.158689,-3.460998,3
1.071324,-4.591393,3
-3.503704,-3.965701,3
3.552158,2.087146,3
3.6898,4.200314,3
-4.270818,0.04495,3
-0.95114,-3.564689,3
5.143568,2.060215,3
0.231804,5.223485,3
-0.630766,-3.895061,3
3.980928,2.6376,3
4.490468,-2.119962,3
2.996061,2.344472,3
-3.456175,-3.368236,3
-3.963913,-1.825603,3
-2.632711,-3.33364,3
5.549006,-0.207669,3
-2.375232,2.648455,3
-3.199081,3.741971,3
3.031942,3.251868,3
4.15976,2.762346,3
4.462848,2.647008,3
1.146695,5.373783,3
4.193544,0.143132,3
3.654556,-1.351172,3
-3.648993,1.555004,3
-2.862188,-2.230358,3
-3.539649,-0.013686,3
1.798563,-4.542623,3
0.20494,3.946739,3
1.823919,-5.255079,3
-3.017177,-2.687744,3
2.420111,4.276276,3
-1.395318,-5.212224,3
2.083325,3.877831,3
3.711642,3.918233,3
-3.643076,-1.805308,3
-1.640356,-3.062093,3
-5.339682,-1.556169,3
-3.649315,1.143007,3
-0.725598,5.486469,3
0.593963,4.402854,3
-3.539671,-0.7727,3
2.22093,2.724931,3
-2.434252,2.633228,3
-4.249007,-2.368192,3
-3.039789,1.498684,3
-0.617117,3.581685,3
3.248774,-4.336098,3
5.352904,0.414062,3
0.066373,-3.560367,3
2.606528,-2.385907,3
-3.676851,-0.22372,3
-4.60332,-1.887701,3
-3.857581,3.17916,3
-5.331415,1.171441,3
0.731591,4.869979,3
-4.607251,1.195534,3
-2.04145,-4.570255,3
-1.090629,5.030695,3
-4.051478,-1.90994,3
4.620656,-1.947068,3
3.462889,1.993416,3
-2.198079,-4.89536,3
0.2772,-4.736949,3
2.962954,3.793736,3
-2.632231,-2.538955,3
4.15301,1.595278,3
2.140031,-4.240722,3
-4.945713,-1.423881,3
4.747069,0.649332,3
-0.933269,-3.275839,3
1.501477,3.783281,3
-1.346363,3.423146,3
4.319192,-3.268418,3
3.640519,-2.095726,3
-2.433224,2.478913,3
-3.535581,-2.84366,3
-1.335084,5.0806,3
-2.700725,-4.770423,3
3.939794,1.150386,3
-4.107545,1.276032,3
-2.69763,-3.666958,3
-0.122391,-4.418069,3
4.659077,-1.716593,3
4.374726,-0.440929,3
-3.021397,-3.189699,3
-3.805281,2.411621,3
-1.603093,-3.941125,3
-0.733022,-3.627565,3
3.093362,-4.202896,3
2.130239,-4.843592,3
1.307293,-5.003449,3
0.389582,3.727967,3
-2.530442,2.521382,3
0.942865,-4.271984,3
3.528243,1.815121,3
-1.586889,3.536394,3
1.538166,5.003578,3
-2.501125,4.083161,3
1.236389,-4.400227,3
1.168647,-4.187161,3
3.444616,-4.344616,3
-2.46286,-4.786273,3
-5.0942,2.050923,3
-0.219536,-3.458359,3
-3.563684,3.375229,3
1.667523,4.759022,3
-2.566981,-4.937404,3
-4.58892,-3.058029,3
-0.828907,4.720084,3
3.485873,-3.463521,3
-0.873368,5.450543,3
-4.519687,3.06834,3
-3.309407,1.324019,3
-0.884567,-5.469794,3
-3.532118,0.227042,3
4.717833,-1.60885,3
2.897281,-3.07895,3
1.84629,-2.90224,3
-1.947294,-4.619981,3
4.122456,1.972169,3
-1.309966,4.364363,3
3.701043,1.473998,3
2.505241,3.436133,3
0.754402,-4.948653,3
-3.385469,-2.673517,3
3.854642,-3.479994,3
4.236031,2.008291,3
1.776506,-3.864076,3
-4.182221,2.800268,3
0.979853,5.435139,3
0.672765,-5.548362,3
-1.054797,3.365545,3
0.841361,-3.530749,3
3.518595,1.361857,3
-1.374768,-4.064502,3
4.9288,-1.010125,3
5.556737,0.183238,3
-3.351424,4.485337,3
-5.022316,1.630487,3
4.520942,3.144065,3
0.564689,4.324241,3
4.94758,1.474248,3
-5.484995,-0.363617,3
-4.106738,-2.809301,3
1.150917,3.58723,3
-2.429444,-4.10713,3
3.448013,-4.020418,3
-1.491851,-4.410364,3
-0.047384,3.648047,3
-2.309903,-2.984504,3
-0.090997,5.120241,3
1.151369,-3.730819,3
-1.030455,-3.819531,3
-0.003616,-4.965888,3
2.279155,4.728914,3
5.206198,0.054434,3
3.550646,4.131036,3
2.009109,4.127764,3
5.469628,0.400287,3
-1.232948,-4.6157,3
5.029216,-1.017551,3
-2.494963,-3.34974,3
-3.825803,1.882954,3
3.139011,-2.295378,3
-2.068673,3.272114,3
-3.763715,2.738265,3
3.910845,-3.679003,3
2.714875,-2.524511,3
4.312161,-2.85698,3
-1.748115,-3.983734,3
5.185274,-0.546846,3
2.9565,-4.687195,3
0.414509,-5.227385,3
4.31731,-1.125511,3
-5.251745,0.123268,3
4.717977,-2.812993,3
-0.084128,4.629105,3
1.410045,-4.140252,3
-4.782076,-0.081513,3
-3.95675,3.478156,3
0.979133,3.46089,3
-1.393964,-3.87288,3
4.167552,-2.23893,3
2.911138,1.70704,3
-3.468545,-1.949603,3
-3.366595,4.335095,3
-4.171646,-0.187986,3
-3.670556,0.62999,3
-2.961481,-4.011604,3
2.496286,3.88897,3
3.668572,0.580211,3
1.300131,-3.870984,3
0.300408,3.427559,3
3.385776,0.058733,3
-1.719519,4.889522,3
3.467304,-3.842125,3
-3.421685,-4.330958,3
3.987828,-1.359811,3
-2.8208,3.140091,3
1.323042,-4.00601,3
3.972406,-2.347585,3
-0.097117,-4.667415,3
1.092835,3.925567,3
0.143088,4.089596,3
2.2959,-3.677219,3
2.168263,4.752164,3
-2.219798,2.99205,3
-5.518016,0.587073,3
-4.51999,0.828827,3
-4.223987,1.64249,3
-0.143068,4.336193,3
-2.766734,-3.553542,3
-5.100256,-0.98896,3
-4.037235,3.089769,3
-1.27324,-3.857546,3
-3.557119,1.656269,3
0.100993,-4.055184,3
3.600317,-2.081112,3
-3.406552,-3.358308,3
1.928613,-4.598898,3
-1.279427,5.275224,3
-5.30763,0.045146,3
-4.764382,0.735433,3
-3.834167,-3.658838,3
4.645867,2.939477,3
-2.878579,3.68629,3
1.89237,-4.573313,3
2.366001,-3.072852,3
-4.18318,-2.992174,3
-1.278279,4.721933,3
3.708058,-4.171915,3
-1.95076,-4.181274,3
2.494422,4.736518,3
-4.234297,-0.070956,3
-3.15851,-3.132417,3
1.665073,3.960908,3
3.438299,-1.157119,3
-0.291078,5.001902,3
-2.804223,2.421873,3
2.771617,-2.129209,3
-3.953702,-3.902078,3
2.581042,-4.796687,3
3.004418,2.503682,3
-3.291375,-4.36417,3
-3.225361,1.144708,3
5.373898,-0.598391,3
3.587343,-2.945109,3
-2.674346,-3.971363,3
-1.923644,5.251091,3
-2.67739,4.699147,3
-4.102453,-1.296362,3
1.036518,4.253865,3
-4.073571,-1.129234,3
-2.656563,4.776029,3
5.119566,-1.429611,3
-2.913906,3.559766,3
3.530838,-3.26729,3
-0.090741,-3.752265,3
0.013581,4.28471,3
-0.898958,-3.425692,3
4.624443,2.12205,3
3.303919,2.134652,3
0.453046,3.845141,3
-4.621882,0.894209,3
5.165684,-0.853619,3
-0.487161,-3.995648,3
-0.7014,-4.446432,3
2.636348,-3.396139,3
3.491092,-2.849614,3
-2.210245,3.922276,3
-1.946991,-3.482474,3
2.446728,3.347552,3
-2.583726,2.589733,3
-2.341684,-3.258692,3
-1.897447,4.835198,3
-3.957016,-2.05938,3
0.150326,-4.725805,3
-3.080366,-3.041074,3
3.780577,-1.343388,3
2.07338,3.143479,3
-3.043256,2.495357,3
-0.039198,5.532218,3
1.37852,-3.62719,3
4.163454,3.139035,3
4.176226,2.306042,3
3.765623,-2.900237,3
-3.997292,-1.683441,3
3.828149,-0.821435,3
-1.617041,4.147736,3
3.835352,-0.604079,3
3.379459,3.33571,3
-0.838313,4.01958,3
-0.224001,-4.764574,3
-5.461663,0.573866,3
-4.390307,2.810514,3
1.947051,-3.59235,3
-2.809261,4.646694,3
1.916787,-5.111523,3
2.058518,-3.53569,3
0.058841,3.667961,3
-3.710758,1.124476,3
-3.105708,3.74438,3
-3.501877,1.277892,3
2.325219,-3.798864,3
1.326247,5.410545,3
4.016275,-2.4026,3
-1.942814,-5.145016,3
1.179017,5.042794,3
4.006619,1.376049,3
1.413769,4.903402,3
3.41803,4.171019,3
-3.392174,0.9533,3
5.054807,-1.53407,3
1.863966,3.207217,3
3.032347,3.095033,3
4.9422,2.351899,3
-2.800055,4.110263,3
3.58786,0.984872,3
4.094966,1.849963,3
1.660837,3.50583,3
-3.03242,-2.971331,3
-1.598479,-4.298361,3
5.499151,0.152586,3
-4.51609,-2.104177,3
-0.016147,-4.935789,3
-2.539906,2.22101,3
0.546262,4.412403,3
-2.983614,3.350209,3
0.238806,-3.64742,3
0.977454,3.796992,3
-4.245231,-2.691004,3
1.838147,3.712826,3
1.772154,4.854518,3
4.614284,-2.779215,3
0.942621,3.742502,3
3.960822,-1.297278,3
-5.465281,0.858851,3
3.167357,-3.138092,3
-3.091893,-4.116234,3
2.775552,4.066564,3
-1.762147,-4.170403,3
3.558962,-2.266307,3
1.710287,-5.187834,3
0.547634,5.21207,3
1.85458,-3.356712,3
-4.785434,1.128087,3
1.088914,3.44282,3
3.087585,3.052273,3
2.95074,-2.228902,3
-1.625931,4.049728,3
-3.828173,-1.993236,3
4.706984,2.957494,3
-3.034616,4.601579,3
4.845005,1.94149,3
-3.903517,-2.211936,3
2.535862,-2.6399,3
1.579536,5.21428,3
2.516155,4.380046,3
5.338031,-1.00512,3
3.524209,-0.587325,3
4.593416,1.920831,3
1.543652,-4.328174,3
4.666818,1.473783,3
4.263687,3.462,3
2.599721,2.859771,3
1.078505,-3.686267,3
-1.137031,3.938515,3
4.314533,-2.544657,3
4.622593,-0.242002,3
3.595346,-0.655707,3
0.25647,-3.937739,3
-4.723727,2.05593,3
2.331587,-3.788676,3
-5.278689,0.227373,3
1.900378,-3.329488,3
0.981015,-4.990023,3
-3.644708,-0.445164,3
3.796686,2.50029,3
-3.816293,1.385751,3
-2.020831,-4.041566,3
1.511572,-3.058702,3
4.567355,-2.540516,3
2.319924,-4.817012,3
-4.460823,2.215051,3
5.201503,-1.017014,3
-0.229356,-5.190109,3
-3.027794,-3.807963,3
3.825572,-1.061042,3
2.508317,-2.923838,3
-3.929465,-3.489178,3
2.869544,-3.366352,3
-2.13829,3.001377,3
1.968907,-5.101585,3
-3.132219,2.853539,3
4.637911,1.051962,3
-2.524437,4.709845,3
0.354139,3.902344,3
4.603292,1.566751,3
4.422973,3.004102,3
-1.286268,-5.412623,3
2.561422,-3.213084,3
0.832979,4.39278,3
3.667848,-2.597175,3
-2.347022,-3.180727,3
-1.17995,-4.131308,3
-1.755195,-3.648353,3
3.723507,0.746098,3
-3.717988,-1.324834,3
-2.293044,-2.676609,3
-2.887544,4.171154,3
-1.961959,4.792254,3
2.135266,3.986709,3
-4.06209,3.140404,3
2.836822,-2.796452,3
2.647271,3.50887,3
-4.212485,0.387796,3
-4.885498,-1.689345,3
4.123501,-1.424902,3
5.100218,-0.906178,3
-2.658188,4.05509,3
-4.044744,-1.913448,3
-5.085785,1.948026,3
-3.437548,0.229128,3
3.142312,-2.772668,3
2.160443,-3.874806,3
-2.300039,-2.650069,3
1.194846,4.215315,3
-3.794039,-0.644762,3
3.446747,-0.157684,3
5.133932,1.708346,3
3.235625,-3.139201,3
2.750021,2.564676,3
3.275762,2.489933,3
5.134702,-1.727032,3
-0.78759,4.777453,3
2.401183,-4.985408,3
4.16649,2.246577,3
0.799776,4.838304,3
4.141661,2.294228,3
-3.5192,3.23082,3
2.444936,-3.579428,3
2.769968,4.212668,3
2.349715,4.958885,3
0.712292,-3.81778,3
-4.898352,-0.730715,3
-5.239148,1.202734,3
0.809246,-4.78584,3
-4.524883,-1.070665,3
-4.296578,0.724552,3
2.947198,-1.696422,3
-0.022821,-3.660802,3
-2.441128,-2.506951,3
-4.982481,1.671255,3
-1.349143,3.136826,3
3.618416,-2.643894,3
4.694199,1.437081,3
2.933743,3.37369,3
-4.310287,2.540813,3
-2.596255,-4.710923,3
5.035056,-1.925879,3
4.554286,0.103796,3
-3.213325,3.882702,3
-3.412527,3.291567,3
-3.870031,1.538723,3
-2.966342,3.850225,3
2.932996,3.390758,3
4.939386,2.283698,3
2.490665,4.529473,3
4.335934,-0.52882,3
-4.193417,-1.064576,3
-1.866607,4.374974,3
3.077769,3.405585,3
4.890731,-0.438811,3
4.868577,-0.817121,3
-2.871875,-2.429019,3
-2.989302,-3.024802,3
5.018392,-1.430443,3
0.350037,4.443343,3
-3.740076,2.719946,3
-2.491779,4.163681,3
-2.704671,-2.018458,3
0.58546,-5.024233,3
2.781927,4.229237,3
2.598197,2.763544,3
3.771245,1.920175,3
-4.751917,-2.566841,3
-3.473585,0.924255,3
3.905759,-2.831783,3
0.345847,4.101422,3
-4.001826,-1.885708,3
0.251334,-3.569197,3
-4.171004,-1.354318,3
4.723024,2.436242,3
-0.804389,4.261286,3
-2.839409,-4.435439,3
-2.809726,-3.110328,3
3.65098,-3.752905,3
2.860379,-2.081015,3
4.909242,0.22769,3
2.852668,-3.404875,3
2.473469,-3.236567,3
5.249636,-1.973015,3
4.478385,-1.140949,3
0.96658,5.091855,3
3.492658,2.747596,3
-2.98482,-4.46707,3
2.203665,3.834823,3
4.501403,1.694164,3
4.221331,-0.045618,3
4.483162,2.921077,3
-0.524097,3.659981,3
-3.563939,-4.183029,3
-4.781256,-0.034948,3
